id,plot_id,reading_type,value,recorded_at
8612,211,temperature,27.1,2026-02-03 06:00:00
8613,30,temperature,23.17,2025-08-19 18:00:00
8614,419,soil_moisture,28.3,2025-09-25 01:00:00
8615,5,soil_moisture,23.77,2026-04-08 00:00:00
8616,49,temperature,27.29,2025-09-30 00:00:00
8617,326,humidity,49.67,2026-03-27 05:00:00
8618,295,humidity,48.9,2026-04-12 22:00:00
8619,196,humidity,64.11,2026-02-15 23:00:00
8620,66,temperature,19.49,2026-01-07 17:00:00
8621,6,soil_moisture,46.29,2025-08-11 07:00:00
8622,287,rainfall,0.0,2026-04-05 00:00:00
8623,255,soil_moisture,44.71,2025-11-02 01:00:00
8624,50,soil_moisture,28.7,2026-03-09 23:00:00
8625,171,temperature,27.03,2026-01-17 02:00:00
8626,370,temperature,18.02,2025-07-08 13:00:00
8627,321,soil_moisture,28.86,2025-09-11 13:00:00
8628,298,rainfall,0.0,2025-09-13 03:00:00
8629,327,rainfall,0.0,2025-07-29 01:00:00
8630,161,rainfall,0.0,2026-01-06 19:00:00
8631,272,temperature,31.88,2025-12-03 10:00:00
8632,428,humidity,40.66,2026-01-31 05:00:00
8633,294,humidity,35.15,2026-01-03 07:00:00
8634,273,soil_moisture,43.6,2026-01-07 20:00:00
8635,351,soil_moisture,20.15,2026-02-14 04:00:00
8636,125,rainfall,0.0,2025-11-22 11:00:00
8637,448,rainfall,35.48,2025-12-13 19:00:00
8638,273,rainfall,41.87,2026-01-07 14:00:00
8639,1,rainfall,0.0,2026-03-01 13:00:00
8640,324,temperature,23.03,2026-01-26 21:00:00
8641,43,rainfall,0.0,2025-09-13 08:00:00
8642,18,soil_moisture,36.99,2026-03-16 23:00:00
8643,222,humidity,66.39,2025-10-17 11:00:00
8644,166,rainfall,0.0,2025-11-30 14:00:00
8645,413,soil_moisture,37.84,2026-01-14 09:00:00
8646,288,soil_moisture,35.41,2025-07-06 09:00:00
8647,45,humidity,45.82,2026-02-08 08:00:00
8648,351,rainfall,0.0,2026-02-13 20:00:00
8649,371,rainfall,0.0,2026-04-01 06:00:00
8650,178,soil_moisture,28.69,2025-12-15 11:00:00
8651,45,humidity,46.61,2026-02-10 07:00:00
8652,6,rainfall,0.0,2025-08-12 20:00:00
8653,327,soil_moisture,45.17,2025-07-29 20:00:00
8654,125,humidity,60.65,2025-11-20 12:00:00
8655,50,rainfall,28.26,2026-03-11 22:00:00
8656,447,temperature,20.63,2025-09-18 09:00:00
8657,78,soil_moisture,43.29,2025-09-25 14:00:00
8658,89,soil_moisture,34.01,2026-02-26 23:00:00
8659,257,soil_moisture,25.76,2025-07-05 08:00:00
8660,377,temperature,35.81,2025-07-11 10:00:00
8661,306,temperature,29.37,2025-12-30 11:00:00
8662,376,rainfall,0.0,2025-09-13 05:00:00
8663,44,humidity,49.4,2025-10-06 22:00:00
8664,418,soil_moisture,38.72,2025-09-07 01:00:00
8665,185,rainfall,0.0,2026-03-05 09:00:00
8666,171,rainfall,0.0,2026-01-15 11:00:00
8667,126,humidity,52.8,2025-08-17 02:00:00
8668,13,temperature,27.03,2025-11-02 04:00:00
8669,418,humidity,46.69,2025-09-07 11:00:00
8670,55,humidity,62.82,2025-08-31 14:00:00
8671,142,humidity,67.32,2025-11-15 21:00:00
8672,367,temperature,34.11,2025-11-21 01:00:00
8673,351,soil_moisture,19.19,2026-02-13 17:00:00
8674,235,temperature,32.51,2026-03-30 09:00:00
8675,367,humidity,57.7,2025-11-21 21:00:00
8676,18,humidity,53.28,2026-03-17 04:00:00
8677,440,rainfall,0.0,2025-07-10 10:00:00
8678,47,humidity,57.92,2025-10-04 11:00:00
8679,335,temperature,25.61,2025-09-04 15:00:00
8680,384,temperature,26.34,2025-08-17 20:00:00
8681,381,humidity,43.24,2025-10-26 01:00:00
8682,1,rainfall,0.0,2026-03-01 07:00:00
8683,403,humidity,59.19,2025-11-06 14:00:00
8684,170,temperature,31.82,2025-07-04 21:00:00
8685,446,temperature,25.85,2026-04-21 13:00:00
8686,362,soil_moisture,26.09,2026-04-17 05:00:00
8687,44,rainfall,0.0,2025-10-08 14:00:00
8688,229,rainfall,52.34,2025-11-12 07:00:00
8689,45,soil_moisture,27.35,2026-02-08 15:00:00
8690,66,temperature,18.87,2026-01-07 01:00:00
8691,193,soil_moisture,37.6,2026-03-19 15:00:00
8692,94,soil_moisture,33.81,2025-09-30 04:00:00
8693,134,temperature,33.65,2026-01-08 02:00:00
8694,90,soil_moisture,41.11,2025-08-19 23:00:00
8695,5,rainfall,30.92,2026-04-07 23:00:00
8696,437,temperature,32.61,2025-10-03 11:00:00
8697,70,temperature,28.58,2025-12-10 17:00:00
8698,341,temperature,36.67,2025-11-24 23:00:00
8699,70,temperature,24.39,2025-12-10 09:00:00
8700,122,rainfall,44.25,2025-12-23 01:00:00
8701,346,soil_moisture,32.86,2025-09-25 00:00:00
8702,10,rainfall,0.0,2026-03-29 08:00:00
8703,351,humidity,500.0,2026-02-12 02:00:00
8704,340,soil_moisture,34.89,2025-12-25 23:00:00
8705,411,soil_moisture,31.44,2025-08-23 14:00:00
8706,220,soil_moisture,22.34,2026-01-29 21:00:00
8707,260,humidity,68.43,2025-09-21 20:00:00
8708,10,temperature,30.23,2026-03-29 02:00:00
8709,238,soil_moisture,29.87,2025-11-24 18:00:00
8710,137,rainfall,0.0,2026-03-14 08:00:00
8711,168,soil_moisture,26.14,2026-03-27 15:00:00
8712,341,temperature,-273.0,2025-11-25 11:00:00
8713,295,rainfall,0.0,2026-04-11 17:00:00
8714,448,humidity,78.48,2025-12-13 12:00:00
8715,311,humidity,48.4,2025-10-08 16:00:00
8716,185,humidity,65.39,2026-03-04 13:00:00
8717,103,rainfall,41.69,2026-01-09 18:00:00
8718,136,temperature,33.95,2025-11-10 16:00:00
8719,440,soil_moisture,39.93,2025-07-08 23:00:00
8720,196,humidity,58.72,2026-02-16 19:00:00
8721,421,temperature,26.84,2025-07-11 01:00:00
8722,4,rainfall,0.0,2026-04-11 03:00:00
8723,353,humidity,45.47,2026-03-19 17:00:00
8724,70,soil_moisture,30.79,2025-12-10 17:00:00
8725,36,soil_moisture,23.36,2026-03-19 14:00:00
8726,161,rainfall,0.0,2026-01-07 14:00:00
8727,6,rainfall,0.0,2025-08-11 23:00:00
8728,45,temperature,21.93,2026-02-09 13:00:00
8729,303,rainfall,0.0,2025-08-21 12:00:00
8730,323,soil_moisture,35.11,2025-07-25 22:00:00
8731,285,soil_moisture,33.38,2025-09-05 18:00:00
8732,10,temperature,23.95,2026-03-30 01:00:00
8733,146,soil_moisture,45.41,2025-08-17 14:00:00
8734,229,humidity,68.91,2025-11-12 09:00:00
8735,99,humidity,38.38,2025-10-08 04:00:00
8736,219,humidity,79.09,2025-11-20 08:00:00
8737,32,soil_moisture,41.26,2025-07-28 04:00:00
8738,321,rainfall,46.49,2025-09-11 03:00:00
8739,90,temperature,32.11,2025-08-19 08:00:00
8740,362,humidity,51.38,2026-04-18 12:00:00
8741,382,temperature,17.81,2025-08-01 07:00:00
8742,197,rainfall,0.0,2026-03-15 08:00:00
8743,311,temperature,28.36,2025-10-07 11:00:00
8744,196,rainfall,0.0,2026-02-15 21:00:00
8745,177,soil_moisture,23.36,2026-03-14 04:00:00
8746,427,temperature,34.58,2025-07-10 23:00:00
8747,169,humidity,72.53,2026-03-23 19:00:00
8748,154,humidity,64.21,2025-08-21 18:00:00
8749,18,humidity,56.83,2026-03-15 21:00:00
8750,147,soil_moisture,28.54,2026-03-09 11:00:00
8751,30,temperature,24.48,2025-08-21 09:00:00
8752,212,temperature,28.35,2025-11-17 02:00:00
8753,288,soil_moisture,30.52,2025-07-08 01:00:00
8754,135,temperature,28.99,2025-12-05 15:00:00
8755,424,temperature,26.55,2026-01-06 02:00:00
8756,16,temperature,25.42,2025-08-20 08:00:00
8757,381,rainfall,0.0,2025-10-25 07:00:00
8758,166,humidity,54.54,2025-11-29 16:00:00
8759,10,rainfall,41.37,2026-03-29 12:00:00
8760,371,rainfall,0.0,2026-03-31 09:00:00
8761,161,soil_moisture,41.96,2026-01-08 16:00:00
8762,44,temperature,31.41,2025-10-08 03:00:00
8763,65,temperature,27.78,2025-07-08 11:00:00
8764,418,humidity,41.75,2025-09-05 18:00:00
8765,222,humidity,66.25,2025-10-17 02:00:00
8766,129,humidity,38.51,2026-04-19 14:00:00
8767,364,soil_moisture,40.44,2025-12-20 03:00:00
8768,126,humidity,57.79,2025-08-17 14:00:00
8769,371,temperature,32.3,2026-04-01 04:00:00
8770,222,rainfall,38.99,2025-10-15 15:00:00
8771,55,temperature,29.99,2025-08-31 10:00:00
8772,220,soil_moisture,23.33,2026-01-29 03:00:00
8773,440,humidity,44.52,2025-07-09 13:00:00
8774,129,temperature,34.0,2026-04-21 03:00:00
8775,91,soil_moisture,41.72,2026-02-23 20:00:00
8776,341,humidity,55.21,2025-11-25 17:00:00
8777,147,humidity,64.16,2026-03-08 11:00:00
8778,386,rainfall,50.82,2026-04-04 18:00:00
8779,117,soil_moisture,25.16,2025-08-21 22:00:00
8780,43,temperature,23.11,2025-09-13 01:00:00
8781,65,temperature,26.88,2025-07-08 20:00:00
8782,402,soil_moisture,30.97,2026-03-29 12:00:00
8783,65,soil_moisture,42.66,2025-07-09 06:00:00
8784,166,soil_moisture,28.14,2025-12-01 00:00:00
8785,340,humidity,47.46,2025-12-25 03:00:00
8786,128,rainfall,42.92,2025-07-09 18:00:00
8787,402,rainfall,0.0,2026-03-28 18:00:00
8788,401,soil_moisture,23.38,2025-12-10 16:00:00
8789,94,rainfall,0.0,2025-09-28 13:00:00
8790,295,rainfall,0.0,2026-04-12 10:00:00
8791,99,rainfall,37.34,2025-10-08 01:00:00
8792,371,temperature,30.5,2026-04-01 01:00:00
8793,180,temperature,27.52,2025-12-25 14:00:00
8794,321,rainfall,0.0,2025-09-12 01:00:00
8795,427,temperature,34.06,2025-07-09 14:00:00
8796,123,temperature,21.1,2025-11-16 15:00:00
8797,298,rainfall,0.0,2025-09-11 14:00:00
8798,385,rainfall,0.0,2026-03-24 07:00:00
8799,419,rainfall,0.0,2025-09-24 22:00:00
8800,311,soil_moisture,39.48,2025-10-08 12:00:00
8801,425,humidity,63.43,2025-09-09 12:00:00
8802,163,temperature,22.95,2025-07-05 17:00:00
8803,425,soil_moisture,31.22,2025-09-09 19:00:00
8804,180,rainfall,0.0,2025-12-25 03:00:00
8805,163,temperature,23.28,2025-07-05 10:00:00
8806,419,temperature,19.01,2025-09-24 02:00:00
8807,287,soil_moisture,46.88,2026-04-03 17:00:00
8808,154,temperature,31.67,2025-08-22 21:00:00
8809,283,soil_moisture,40.51,2026-02-23 00:00:00
8810,303,temperature,33.71,2025-08-23 08:00:00
8811,165,humidity,57.34,2025-07-01 19:00:00
8812,309,soil_moisture,31.32,2026-04-07 15:00:00
8813,285,temperature,30.21,2025-09-06 16:00:00
8814,431,humidity,64.02,2025-07-01 08:00:00
8815,76,soil_moisture,27.85,2026-04-16 10:00:00
8816,45,rainfall,0.0,2026-02-08 11:00:00
8817,53,soil_moisture,20.6,2026-03-02 14:00:00
8818,377,temperature,35.52,2025-07-11 17:00:00
8819,327,temperature,25.41,2025-07-30 03:00:00
8820,287,humidity,56.73,2026-04-03 14:00:00
8821,342,temperature,23.04,2026-03-28 09:00:00
8822,260,soil_moisture,-273.0,2025-09-23 04:00:00
8823,322,humidity,54.32,2026-01-17 12:00:00
8824,24,rainfall,0.0,2026-03-04 07:00:00
8825,147,rainfall,0.0,2026-03-09 18:00:00
8826,220,soil_moisture,19.47,2026-01-29 10:00:00
8827,167,soil_moisture,40.91,2025-12-23 09:00:00
8828,6,humidity,57.93,2025-08-11 07:00:00
8829,403,humidity,53.8,2025-11-06 21:00:00
8830,295,humidity,49.33,2026-04-10 18:00:00
8831,97,humidity,65.1,2026-02-13 08:00:00
8832,59,rainfall,0.0,2025-12-09 10:00:00
8833,372,soil_moisture,34.65,2025-10-29 10:00:00
8834,157,temperature,28.56,2026-01-20 22:00:00
8835,128,soil_moisture,43.28,2025-07-11 04:00:00
8836,113,temperature,25.36,2025-07-29 04:00:00
8837,310,soil_moisture,36.17,2025-12-23 20:00:00
8838,341,rainfall,0.0,2025-11-24 20:00:00
8839,61,humidity,41.19,2026-02-05 14:00:00
8840,272,humidity,69.34,2025-12-03 23:00:00
8841,177,temperature,20.51,2026-03-13 09:00:00
8842,235,rainfall,0.0,2026-03-30 19:00:00
8843,49,humidity,54.37,2025-09-29 22:00:00
8844,335,soil_moisture,40.11,2025-09-03 18:00:00
8845,385,soil_moisture,24.99,2026-03-23 20:00:00
8846,177,rainfall,0.0,2026-03-13 12:00:00
8847,287,soil_moisture,45.13,2026-04-04 21:00:00
8848,427,humidity,59.0,2025-07-11 08:00:00
8849,117,humidity,35.56,2025-08-22 08:00:00
8850,147,rainfall,30.05,2026-03-10 00:00:00
8851,385,soil_moisture,22.05,2026-03-24 00:00:00
8852,351,rainfall,0.0,2026-02-13 19:00:00
8853,215,soil_moisture,39.5,2026-03-14 23:00:00
8854,134,humidity,48.99,2026-01-07 04:00:00
8855,305,temperature,26.39,2025-06-27 17:00:00
8856,82,soil_moisture,29.85,2026-02-21 09:00:00
8857,143,temperature,33.09,2025-08-10 13:00:00
8858,446,temperature,25.62,2026-04-20 11:00:00
8859,82,temperature,25.67,2026-02-21 14:00:00
8860,32,rainfall,0.0,2025-07-28 08:00:00
8861,59,soil_moisture,45.04,2025-12-08 11:00:00
8862,60,soil_moisture,28.42,2026-03-05 03:00:00
8863,45,rainfall,0.0,2026-02-09 15:00:00
8864,91,rainfall,0.0,2026-02-22 10:00:00
8865,91,soil_moisture,43.02,2026-02-24 06:00:00
8866,235,temperature,31.01,2026-04-01 05:00:00
8867,160,temperature,29.94,2026-04-14 03:00:00
8868,268,soil_moisture,40.38,2025-12-24 18:00:00
8869,229,humidity,62.1,2025-11-11 19:00:00
8870,324,soil_moisture,21.32,2026-01-25 13:00:00
8871,55,temperature,26.49,2025-09-01 02:00:00
8872,403,humidity,49.82,2025-11-06 23:00:00
8873,53,temperature,21.81,2026-03-02 20:00:00
8874,282,soil_moisture,36.25,2026-01-11 02:00:00
8875,331,humidity,50.56,2026-04-09 03:00:00
8876,330,temperature,33.16,2025-10-01 05:00:00
8877,421,humidity,49.56,2025-07-11 12:00:00
8878,427,temperature,37.78,2025-07-11 10:00:00
8879,134,temperature,31.16,2026-01-06 21:00:00
8880,396,temperature,28.53,2025-07-04 17:00:00
8881,45,temperature,24.72,2026-02-08 12:00:00
8882,147,temperature,30.49,2026-03-10 16:00:00
8883,44,soil_moisture,32.6,2025-10-07 12:00:00
8884,178,soil_moisture,29.63,2025-12-16 20:00:00
8885,367,humidity,500.0,2025-11-21 23:00:00
8886,440,temperature,28.19,2025-07-08 05:00:00
8887,431,temperature,27.64,2025-07-01 16:00:00
8888,277,humidity,79.2,2025-09-11 20:00:00
8889,60,rainfall,0.0,2026-03-06 00:00:00
8890,143,soil_moisture,38.22,2025-08-12 09:00:00
8891,346,humidity,65.5,2025-09-24 15:00:00
8892,61,soil_moisture,42.41,2026-02-06 04:00:00
8893,364,temperature,38.13,2025-12-21 10:00:00
8894,135,humidity,65.51,2025-12-07 09:00:00
8895,223,rainfall,0.0,2025-12-14 16:00:00
8896,94,soil_moisture,25.96,2025-09-30 06:00:00
8897,263,rainfall,0.0,2025-12-22 01:00:00
8898,440,rainfall,0.0,2025-07-08 14:00:00
8899,163,soil_moisture,35.29,2025-07-05 18:00:00
8900,391,soil_moisture,32.0,2025-06-27 13:00:00
8901,277,temperature,28.55,2025-09-11 13:00:00
8902,263,temperature,28.36,2025-12-22 17:00:00
8903,94,humidity,74.42,2025-09-29 13:00:00
8904,197,rainfall,0.0,2026-03-15 14:00:00
8905,61,temperature,26.88,2026-02-05 09:00:00
8906,372,rainfall,0.0,2025-10-28 22:00:00
8907,170,soil_moisture,42.58,2025-07-03 12:00:00
8908,70,humidity,45.84,2025-12-09 11:00:00
8909,215,soil_moisture,40.77,2026-03-16 15:00:00
8910,140,temperature,28.02,2025-09-12 17:00:00
8911,154,temperature,35.0,2025-08-20 06:00:00
8912,160,rainfall,0.0,2026-04-15 12:00:00
8913,7,soil_moisture,37.74,2025-12-15 09:00:00
8914,403,soil_moisture,40.7,2025-11-07 01:00:00
8915,411,humidity,65.27,2025-08-23 09:00:00
8916,192,humidity,38.11,2026-01-21 16:00:00
8917,367,temperature,33.58,2025-11-21 05:00:00
8918,53,soil_moisture,25.18,2026-03-04 10:00:00
8919,166,soil_moisture,26.47,2025-11-29 08:00:00
8920,61,humidity,43.22,2026-02-05 13:00:00
8921,431,humidity,73.99,2025-07-02 02:00:00
8922,76,soil_moisture,21.68,2026-04-16 08:00:00
8923,137,temperature,20.75,2026-03-12 03:00:00
8924,59,rainfall,0.0,2025-12-08 11:00:00
8925,238,soil_moisture,36.73,2025-11-24 11:00:00
8926,361,rainfall,31.01,2025-10-20 05:00:00
8927,389,soil_moisture,32.2,2026-03-17 13:00:00
8928,282,rainfall,0.0,2026-01-09 02:00:00
8929,60,humidity,37.63,2026-03-07 22:00:00
8930,9,humidity,54.74,2025-09-20 16:00:00
8931,306,soil_moisture,33.09,2025-12-31 03:00:00
8932,385,soil_moisture,29.91,2026-03-22 06:00:00
8933,268,temperature,23.1,2025-12-24 03:00:00
8934,401,rainfall,0.0,2025-12-11 06:00:00
8935,346,temperature,35.56,2025-09-25 21:00:00
8936,16,soil_moisture,43.33,2025-08-19 15:00:00
8937,311,rainfall,0.0,2025-10-07 06:00:00
8938,208,humidity,61.66,2026-01-16 05:00:00
8939,151,humidity,57.03,2026-03-18 00:00:00
8940,9,rainfall,0.0,2025-09-20 12:00:00
8941,268,soil_moisture,45.78,2025-12-23 18:00:00
8942,165,humidity,63.51,2025-06-30 02:00:00
8943,403,humidity,54.14,2025-11-05 11:00:00
8944,74,rainfall,65.47,2025-10-22 20:00:00
8945,169,temperature,28.09,2026-03-22 01:00:00
8946,210,rainfall,0.0,2025-11-04 03:00:00
8947,324,soil_moisture,28.67,2026-01-27 06:00:00
8948,192,temperature,26.83,2026-01-20 19:00:00
8949,66,humidity,42.84,2026-01-06 15:00:00
8950,343,soil_moisture,43.71,2026-01-14 01:00:00
8951,421,humidity,48.02,2025-07-12 08:00:00
8952,60,soil_moisture,29.14,2026-03-06 05:00:00
8953,331,rainfall,0.0,2026-04-09 17:00:00
8954,282,temperature,32.02,2026-01-09 01:00:00
8955,361,temperature,23.93,2025-10-19 22:00:00
8956,260,temperature,31.14,2025-09-22 07:00:00
8957,142,soil_moisture,37.56,2025-11-15 21:00:00
8958,97,rainfall,0.0,2026-02-14 12:00:00
8959,321,humidity,57.51,2025-09-10 15:00:00
8960,272,soil_moisture,44.11,2025-12-02 15:00:00
8961,227,rainfall,0.0,2025-10-18 11:00:00
8962,425,soil_moisture,31.61,2025-09-08 15:00:00
8963,94,temperature,31.03,2025-09-28 12:00:00
8964,99,soil_moisture,30.27,2025-10-10 17:00:00
8965,6,temperature,21.99,2025-08-11 12:00:00
8966,376,temperature,29.47,2025-09-13 10:00:00
8967,310,temperature,28.25,2025-12-22 19:00:00
8968,229,soil_moisture,36.22,2025-11-11 13:00:00
8969,384,humidity,54.44,2025-08-18 11:00:00
8970,326,humidity,52.04,2026-03-26 10:00:00
8971,167,temperature,36.11,2025-12-24 06:00:00
8972,159,humidity,47.27,2025-09-20 15:00:00
8973,436,rainfall,22.38,2026-02-13 07:00:00
8974,180,rainfall,0.0,2025-12-25 06:00:00
8975,184,rainfall,0.0,2026-01-05 09:00:00
8976,255,humidity,57.96,2025-11-02 10:00:00
8977,193,rainfall,0.0,2026-03-20 04:00:00
8978,76,rainfall,13.8,2026-04-16 23:00:00
8979,208,temperature,29.09,2026-01-17 00:00:00
8980,436,soil_moisture,27.78,2026-02-12 10:00:00
8981,296,rainfall,27.42,2025-08-20 12:00:00
8982,113,temperature,25.37,2025-07-29 09:00:00
8983,293,temperature,21.3,2026-02-08 10:00:00
8984,160,temperature,30.86,2026-04-15 13:00:00
8985,13,humidity,75.2,2025-11-02 05:00:00
8986,71,soil_moisture,48.45,2025-10-02 06:00:00
8987,323,temperature,22.31,2025-07-25 01:00:00
8988,288,temperature,28.05,2025-07-07 17:00:00
8989,305,temperature,24.33,2025-06-27 23:00:00
8990,288,humidity,65.98,2025-07-07 21:00:00
8991,90,rainfall,36.13,2025-08-20 04:00:00
8992,341,soil_moisture,45.73,2025-11-24 06:00:00
8993,272,humidity,62.87,2025-12-02 05:00:00
8994,193,soil_moisture,40.68,2026-03-20 02:00:00
8995,46,rainfall,0.0,2025-09-21 11:00:00
8996,372,temperature,28.41,2025-10-28 12:00:00
8997,235,temperature,31.06,2026-03-30 19:00:00
8998,343,humidity,63.82,2026-01-13 11:00:00
8999,43,temperature,23.08,2025-09-12 17:00:00
9000,340,humidity,51.4,2025-12-26 07:00:00
9001,427,rainfall,29.25,2025-07-09 10:00:00
9002,204,soil_moisture,38.92,2025-08-23 04:00:00
9003,310,rainfall,0.0,2025-12-22 09:00:00
9004,105,humidity,39.63,2026-01-28 13:00:00
9005,257,humidity,64.7,2025-07-03 06:00:00
9006,184,soil_moisture,26.26,2026-01-06 18:00:00
9007,212,rainfall,30.81,2025-11-18 01:00:00
9008,396,rainfall,0.0,2025-07-05 18:00:00
9009,353,rainfall,0.0,2026-03-18 20:00:00
9010,377,rainfall,0.0,2025-07-11 11:00:00
9011,47,humidity,60.63,2025-10-04 19:00:00
9012,403,temperature,30.25,2025-11-06 03:00:00
9013,287,temperature,22.73,2026-04-03 19:00:00
9014,77,temperature,20.41,2026-03-26 02:00:00
9015,362,rainfall,0.0,2026-04-18 23:00:00
9016,268,humidity,61.4,2025-12-25 08:00:00
9017,260,temperature,30.43,2025-09-21 06:00:00
9018,424,temperature,22.24,2026-01-05 11:00:00
9019,97,humidity,49.45,2026-02-13 07:00:00
9020,346,soil_moisture,35.87,2025-09-25 03:00:00
9021,43,soil_moisture,37.72,2025-09-12 23:00:00
9022,129,humidity,48.87,2026-04-20 21:00:00
9023,76,rainfall,0.0,2026-04-15 12:00:00
9024,427,humidity,53.4,2025-07-09 21:00:00
9025,165,temperature,26.12,2025-06-30 22:00:00
9026,123,humidity,55.33,2025-11-15 09:00:00
9027,157,temperature,26.64,2026-01-19 23:00:00
9028,159,humidity,43.59,2025-09-19 15:00:00
9029,6,humidity,71.0,2025-08-11 03:00:00
9030,401,soil_moisture,34.19,2025-12-11 04:00:00
9031,268,soil_moisture,42.42,2025-12-25 10:00:00
9032,29,soil_moisture,22.36,2026-01-19 02:00:00
9033,72,rainfall,25.88,2025-08-19 10:00:00
9034,342,rainfall,0.0,2026-03-30 01:00:00
9035,168,humidity,62.69,2026-03-27 10:00:00
9036,351,temperature,22.95,2026-02-12 22:00:00
9037,78,soil_moisture,50.55,2025-09-25 22:00:00
9038,335,rainfall,0.0,2025-09-04 03:00:00
9039,428,temperature,30.16,2026-01-30 10:00:00
9040,53,rainfall,0.0,2026-03-03 17:00:00
9041,381,soil_moisture,46.37,2025-10-25 09:00:00
9042,137,soil_moisture,20.21,2026-03-12 11:00:00
9043,122,temperature,24.46,2025-12-21 11:00:00
9044,255,temperature,30.9,2025-11-03 01:00:00
9045,290,temperature,33.01,2026-02-25 17:00:00
9046,227,soil_moisture,48.82,2025-10-17 05:00:00
9047,440,humidity,43.6,2025-07-08 04:00:00
9048,403,rainfall,0.0,2025-11-06 08:00:00
9049,282,soil_moisture,47.04,2026-01-11 14:00:00
9050,436,rainfall,32.79,2026-02-11 10:00:00
9051,321,humidity,54.32,2025-09-11 04:00:00
9052,184,humidity,42.19,2026-01-07 04:00:00
9053,7,rainfall,0.0,2025-12-15 01:00:00
9054,76,soil_moisture,32.24,2026-04-16 00:00:00
9055,440,humidity,51.34,2025-07-10 06:00:00
9056,82,temperature,32.77,2026-02-20 13:00:00
9057,161,temperature,27.57,2026-01-06 15:00:00
9058,298,rainfall,0.0,2025-09-12 20:00:00
9059,437,rainfall,0.0,2025-10-04 06:00:00
9060,403,temperature,34.23,2025-11-06 01:00:00
9061,43,humidity,61.78,2025-09-14 05:00:00
9062,354,soil_moisture,25.27,2026-03-07 10:00:00
9063,382,rainfall,0.0,2025-07-31 07:00:00
9064,61,humidity,37.5,2026-02-05 21:00:00
9065,148,rainfall,48.99,2025-12-02 01:00:00
9066,260,soil_moisture,33.45,2025-09-22 11:00:00
9067,211,soil_moisture,26.42,2026-02-04 00:00:00
9068,143,temperature,35.59,2025-08-11 07:00:00
9069,326,humidity,41.25,2026-03-26 09:00:00
9070,323,temperature,23.06,2025-07-25 08:00:00
9071,403,rainfall,33.29,2025-11-05 02:00:00
9072,447,humidity,63.94,2025-09-19 06:00:00
9073,154,soil_moisture,34.83,2025-08-21 05:00:00
9074,66,humidity,45.65,2026-01-07 13:00:00
9075,324,humidity,61.0,2026-01-26 12:00:00
9076,97,humidity,67.57,2026-02-13 01:00:00
9077,335,humidity,65.14,2025-09-04 10:00:00
9078,389,soil_moisture,23.97,2026-03-17 17:00:00
9079,419,humidity,46.09,2025-09-24 11:00:00
9080,70,soil_moisture,23.36,2025-12-09 23:00:00
9081,186,soil_moisture,43.0,2026-01-27 15:00:00
9082,240,humidity,72.93,2026-04-22 23:00:00
9083,306,humidity,76.66,2025-12-29 13:00:00
9084,114,humidity,43.09,2026-04-20 13:00:00
9085,71,soil_moisture,41.58,2025-10-01 13:00:00
9086,446,soil_moisture,42.2,2026-04-20 14:00:00
9087,220,soil_moisture,26.09,2026-01-29 13:00:00
9088,193,humidity,54.06,2026-03-18 09:00:00
9089,163,temperature,23.91,2025-07-03 20:00:00
9090,368,temperature,22.01,2026-03-05 19:00:00
9091,196,humidity,71.96,2026-02-16 12:00:00
9092,50,humidity,38.2,2026-03-10 20:00:00
9093,177,temperature,18.31,2026-03-12 03:00:00
9094,159,humidity,44.67,2025-09-20 07:00:00
9095,263,rainfall,0.0,2025-12-22 16:00:00
9096,260,humidity,66.65,2025-09-21 13:00:00
9097,186,soil_moisture,39.84,2026-01-28 10:00:00
9098,411,humidity,67.19,2025-08-24 08:00:00
9099,190,temperature,25.61,2026-02-10 15:00:00
9100,13,rainfall,0.0,2025-11-01 21:00:00
9101,346,soil_moisture,40.08,2025-09-24 23:00:00
9102,285,temperature,30.23,2025-09-05 12:00:00
9103,340,humidity,41.36,2025-12-26 19:00:00
9104,135,soil_moisture,35.99,2025-12-05 05:00:00
9105,48,temperature,31.69,2025-12-30 10:00:00
9106,114,rainfall,0.0,2026-04-19 03:00:00
9107,368,temperature,21.59,2026-03-05 11:00:00
9108,376,soil_moisture,37.62,2025-09-14 19:00:00
9109,342,soil_moisture,33.35,2026-03-30 03:00:00
9110,292,temperature,32.43,2025-09-25 12:00:00
9111,362,humidity,55.68,2026-04-19 01:00:00
9112,113,soil_moisture,33.96,2025-07-28 18:00:00
9113,295,humidity,55.56,2026-04-11 09:00:00
9114,24,soil_moisture,32.84,2026-03-04 03:00:00
9115,305,temperature,28.04,2025-06-27 01:00:00
9116,351,soil_moisture,26.35,2026-02-14 13:00:00
9117,343,temperature,24.72,2026-01-13 05:00:00
9118,148,rainfall,46.82,2025-12-02 05:00:00
9119,24,rainfall,0.0,2026-03-05 00:00:00
9120,13,temperature,22.56,2025-11-02 03:00:00
9121,220,humidity,43.37,2026-01-29 11:00:00
9122,449,temperature,35.91,2025-09-16 08:00:00
9123,177,rainfall,0.0,2026-03-13 18:00:00
9124,255,soil_moisture,40.06,2025-11-02 20:00:00
9125,45,rainfall,0.0,2026-02-08 13:00:00
9126,151,rainfall,0.0,2026-03-16 18:00:00
9127,191,humidity,60.21,2026-04-07 17:00:00
9128,90,humidity,59.6,2025-08-20 14:00:00
